Post ID,Account Username,Type of Post,Date,Day of Week,Time of Day,Likes,Comments,Caption,Hashtags,Tagged Users,Is Video,View Count (if video),Engagement Score,Viewer Engagement Score
3490724029080665906,adidasdugout,GraphSidecar,2024-10-31,Thursday,03:52:33,34503,85,"Palm Trees 🌴 and Trophies 🏆

2024 Home Run King & World Champ, @elchino242 

A second championship & more champagne showers for @kikehndez 

#adidasDugout",#adidasDugout,"adidas, kikehndez, elchino242, adidasla",False,,34586.02,
3493419883263208406,adidasrunning,GraphSidecar,2024-11-03,Sunday,21:08:44,28112,129,"New York loves queens – and now they’ve got Sheila Chepkirui 🗽👑

She speeds into history with her first ever world marathon major title, breaking the tape in 2:24:35 🔥

📸 @nyrr
 #TCSNYCMarathon",#TCSNYCMarathon,"adidas, adidaswomen, adidasnyc, sheilachepkiruiken",False,,28239.49,
3502998460775120294,adidasbasketball,GraphImage,2024-11-17,Sunday,02:19:39,210978,931,Sneaker of the Year. Believe That.,,"adidas, theanthonyedwards_",False,,211910.59,
3513413370281456864,adidasrunning,GraphSidecar,2024-12-01,Sunday,11:12:13,13938,105,"When sport brings us together like nothing else 🫶 
@sabastiansawe wins in Valencia.

El deporte nos une por encima de todo.🫶
@sabastiansawe gana en Valencia.",,"adidas, adidas_es, sabastiansawe",False,,14042.69,
3516244161883854186,adidasfootball,GraphVideo,2024-12-05,Thursday,08:59:18,66785,2237,"the boot that changed the game forever. this is “UNDER THE TONGUE”. 👅👟

adidas Predator’s untold story drops Dec 11. don’t miss it on @adidasfootball YouTube.",,"davidbeckham, zidane, judebellingham, adidas, louist91, pedri, trentarnold66, aitanabonmati, alessia, enialuko",True,736383.0,69022.6,9.37
3518379891943840174,adidasfootball,GraphSidecar,2024-12-08,Sunday,07:39:49,134858,200,"⭐️⭐️⭐️⭐️⭐️⭐️

they're not like @lagalaxy 😮‍💨",,"adidas, mls, lagalaxy, adidasla",False,,135056.4,
3520111882702902825,adidasterrex,GraphVideo,2024-12-10,Tuesday,17:02:38,5071,88,"What keeps a runner moving when their tank is empty? Their crew.​

Perspectives, a two-part series, kicks off with Episode 1, spotlighting the unsung heroes—planners, motivators, and problem-solvers who step up when the trail gets tough.

Catch the Unfiltered highs and lows of race day—now live on adidasTERREX YouTube.",,"adidas, tonimccann, pablovillacxm, abby.k.hall, emilyhawgood, hollyapage, el_puma_loco_, cordisimo",True,54453.0,5160.35,9.47
3521502911044150115,adidasfballus,GraphSidecar,2024-12-12,Thursday,15:04:41,110834,1123,"1 of 1.
Let the show begin. Welcome to the adidas family, @db3_tip 🔥

#teamadidas",#teamadidas,"adidas, db3_tip",False,,111958.58,
3523279310414646414,adidasfballus,GraphSidecar,2024-12-15,Sunday,01:54:05,54448,317,"#HE12MAN official 🏆 @db3_tip 
The most outstanding player in college football, no matter what side of the ball 👏

#teamadidas","#HE12MAN, #teamadidas",adidas,False,,54765.09,
3534516339077266356,adidasrunning,GraphSidecar,2024-12-30,Monday,14:00:03,6184,28,"Another record-breaking year down. Here’s to what’s coming next 🎉💨 

#adizero",#adizero,"adidas, flaamingoo_, tia.ajones, yomif_kejelcha, peresjepchirchirngeno, jebet.agnes, emmanuelwanyonyi800m",False,,6211.1,
